quote,author,tags,likes
"I look at a baby born in a manger and I ask, “Would I be willing to do that?",Craig D. Lounsbrough,christmas god jesus-christ manger redemption sacrifice salvation,0
"Have we not considered that the greatest sacrifices imaginable arise from the greatest love conceivable which results in the greatest transformations possible. And if this is not our understanding of Christmas, we have no Christmas.",Craig D. Lounsbrough,change christian christmas god jesus-christ love redemption sacrifices salvation transformation,0
Throughout our lifetime many people come ‘to’ us. But if they haven’t come ‘for’ us the coming doesn’t matter. And I would have us carefully consider that Christmas is God perfectly doing both.,Craig D. Lounsbrough,acquaintances christian christmas friends giving god jesus-christ sacrifice,0
Why was God born in a borrowed barn to two impoverished teenagers in a town far off the pages of commerce and industry? Because true greatness will always shed the mantel of privilege in order to meet us in the muck of our lives.,Craig D. Lounsbrough,christian christmas god holidays jesus-christ redemption rescue salvation,0
"We have been granted an exclusive part in the greatest story ever told. And without a doubt, to walk away from that part would be to write greatest tragedy ever conceived.",Craig D. Lounsbrough,bible christian christmas easter faith god jesus redemption salvation story,0
I suppose that Christmas seems vexingly improbable in my mind because that’s not anything that I would do. But isn’t that the exact reason why we need Christmas?,Craig D. Lounsbrough,christian christmas faith gift god holidays improbable jesus love sacrifice,0
I suppose that Christmas seems vexingly improbable in my mind because God did something for all of mankind that I’m too selfish to do even for myself. But isn’t that the exact reason why we need Christmas?,Craig D. Lounsbrough,bible christmas giving god holidays jesus redemption sacrifice,0
"I don’t know what’s worse; being afraid to live or being afraid to die. Yet, the thing about Christmas is that it eliminates both.",Craig D. Lounsbrough,afraid christmas die fear god holidays jesus live,0
"Christmas and hope are bound inseparable. But because we can’t separate ourselves from our need to deny such a truth, we’ve bound ourselves to live without hope.",Craig D. Lounsbrough,bible christian christmas god hope jesus truth,0
"The greatest gifts of all create space for the greatest sacrifices imaginable. For if we simply receive something that does not press us to give something in return, we will die fat with possessions but starved of meaning.",Craig D. Lounsbrough,christmas easter gifts giving god sacrifice self-sacrifice,0
"Far too often I have assumed something as impossible because I’ve held my limitations up against the magnitude of the challenge. But when I choose to hold God up against the magnitude of the challenge, then what becomes impossible is my ability to see it as impossible.",Craig D. Lounsbrough,belief challenges christmas easter faith god impossible jesus optimism possible,0
"The only thing that Christmas didn’t change was our refusal to change, for God extends invitations but He does not demand that we accept them.",Craig D. Lounsbrough,acceptance belief christmas faith gift god invitation jesus sacrifice,0
Why Christmas?,Craig D. Lounsbrough,belief christmas faith god holidays hope jesus self-confidence self-esteem,0
"If ingenuity is an indicator of how much we love someone, then the story of Christmas is about as ingenious as you can get.",Craig D. Lounsbrough,christmas faith genius giving god hope ingenuity jesus love sacrifice,0
"Christmas is God’s way of saying that we’re great, just not in the arrogant way that we think we are.",Craig D. Lounsbrough,arrogant belief christmas faith god holidays hope jesus,0
"We are at the disposal of all the resources that we have at our disposal. Therefore, the illusion is that we control them when in fact they control us. And hopefully we’ll figure out that God is the single resource at our disposal that is designed to free us from everything else that is at our disposal.",Craig D. Lounsbrough,christmas control controlling freedom god holidays jesus,0
"We all have a dream for what this life could be like. Christmas is God handing us everything that we need to make that dream a reality. The issue is, are we willing to take up ‘everything’ or let our dreams fall to ‘nothing.",Craig D. Lounsbrough,christian christmas dream future god holidays hope jesus purpose vision,0
Let love be the greatest gift you give to one another.,Lailah  Gifty Akita,christmas gift inspiring love present,5
"In addition to the smells of mince and pumpkin pies, the Sage and onions of turkey stuffing, another aroma floated in the air, the very essence of Santa Claus.Years later, when I was grown up, I still remembered that marvelous fragrance and recognized it as Scotch whisky.",Lloyd Alexander,1928 2001 alcoholism bad-santa christmas santa-claus scotch unintended-consequences,4
"We all have something to give, in different gracious forms.",Lailah Gifty Akita,christmas give grace motivation offering presents tithe,3
"That would be Suzanne, who had started speaking complicated sentences at ten months and may have been about eight years old when she was born."" - Ben Logan.",Melinda Rathjen,ben-logan christmas christmas-book melinda-rathjen,2
"And although it was in a hospital that she lay and I sat next to her—it is always that eternal poetry of Christmas night with the infant in the stable, as the old Dutch painters conceived it and MIllet and Breton—a light in the darkness, the brightness in the middle of a dark night. And so I hung a large etching after Rembrandt over it, the two women by the cradle, one of them reading from the Bible by candlelight, while the great shadows cast a deep chiaroscuro over the whole room.",Vincent van Gogh,christmas dutch impressionism letters madonna-and-child nativity painting rembrandt van-gogh,2
Have ye been naughty or nice?,Kerrelyn Sparks,christmas scottish urban-fantasy-romance vampires vampires-paranormal-romance,1
"If we show compassion to one other, every day will be a Christmas, a glad occasion.",Lailah Gifty Akita,christmas compassion justice love motivation peace,1
"Even Mary had to let her child go…You have to wonder, as Mary watched Jesus on the cross, did she look back and ask herself if she had made a mistake? God had told her she would be the mother of the Savior. You can’t get more devastated than Mary, watching her Son—the Savior—die…But Jesus’ path wasn’t for Mary to determine. Her greatest ability as a mother was to be His mother. To love Him, nurture Him, care for Him. She embraced her destiny, then let Him go to embrace His. You have to let your children embrace theirs.",Susan May Warren,christmas parenting,1
"The poulterers' shops were still half open, and the fruiterers' were radiant in their glory. There were great, round, pot-bellied baskets of chestnuts, shaped like the waistcoats of jolly old gentleman, lolling at the doors, and tumbling out into the street in their apoplectic opulence. There were ruddy, brown-faced broad-girthed Spanish onions, shining in the fatness of their growth like Spanish friars, and winking from their shelves in wanton slyness at the girls as they went by, and glanced demurely at the hung-up mistletoe. There were pears and apples, clustered high in blooming pyramids; there were bunches of grapes, made, in the shopkeepers' benevolence, to dangle from conspicuous hooks, that people's mouths might water gratis as they passed; there were piles of filberts, mossy and brown, recalling, in their fragrance, ancient walks among the woods, and pleasant shufflings ankle deep through withered lanes; there were Norfolk Biffins, squab and swarthy, setting off the yellow of the oranges and lemons, and, in the great compactness of their juicy persons, urgently entreating and beseeching to be carried home in paper bags and eaten after dinner.",Charles Dickens,christmas delicious description food fruit hungry,1
"An ounce of goodness everyday, Can soothe the heart in many ways,An ounce of goodness ""just because""Don't wait until Christmas to be Santa Claus",Charmaine J Forde,christmas everyday goodness heart just-because ounce santa-claus soothe,1
"Lawyers get up in front of people, and they posture. They make themselves seem big and loud so people will look at them and listen. They work daily with chaos and messes. They thrive on attention. Just like a child",Meg Harding,attention chaos children christmas lawyers,1
"Christmas in the woods is so much better than Christmas on the Outside. We do exactly what we want to do about it, not what we have to do because the neighbors will think it's funny if we don't; or because of the kids, who will judge our efforts not by their own standards but by the standards set up by the parents of other kids.",Louise Dickinson Rich,christmas christmas-quotes commercialism,1
At noon a huge crowd of retarded people came to visit Santa and passed me on my little island. These people were profoundly retarded. They were rolling their eyes and wagging their tongues and staggering toward Santa. It was a large group of retarded people and after watching them for a few minutes I could not begin to guess where the retarded people ended and the regular New Yorkers began.Everyone looks retarded once you set your mind to it.,David Sedaris,christmas dark-humor new-york-city new-yorkers,1
"Far off down the road, through the lazily drifting snowflakes, they could hear the merry sound of sleigh bells. Their gay little tinkling flying ahead of the sleigh and lighting up the night with sparks.",Betty MacDonald,bells christmas sleigh snowflakes,1
Christmas is a joyful season.,Lailah Gifty Akita,christmas inspiring joyful peace,0
Christmas is a happy festival.,Lailah Gifty Akita,christmas faith festival jope joy occasion peace,0
"The Grocers'! oh the Grocers'! nearly closed, with perhaps two shutters down, or one; but through those gaps such glimpses! It was not alone that the scales descending on the counter made a merry sound, or that the twine and roller parted company so briskly, or that the canisters were rattled up and down like juggling tricks, or even that the blended scents of tea and coffee were so grateful to the nose, or even that the raisins were so plentiful and rare, the almonds so extremely white, the sticks of cinnamon so long and straight, the other spices so delicious, the candied fruits so caked and spotted with molten sugar as to make the coldest lookers-on feel faint and subsequently bilious. Nor was it that the figs were moist and pulpy, or that the French plums blushed in modest tartness from their highly-decorated boxes, or that everything was good to eat and in its Christmas dress; but the customers were all so hurried and so eager in the hopeful promise of the day, that they tumbled up against each other at the door, crashing their wicker baskets wildly, and left their purchases upon the counter, and came running back to fetch them, and committed hundreds of like mistakes, in the best humor possible; while the Grocer and his people were so frank and fresh that the polished hearts with which they fastened their aprons might have been their own, worn outside for general inspection, and for Christmas daws to peck at if they chose.",Charles Dickens,christmas delicious description food hungry shopping,0
"Where there is compassion, there exist good cheer.",Lailah Gifty Akita,cheer christmas compassion motivational,0
"Whenever we show compassion, there is Christmas.",Lailah Gifty Akita,christmas compassion inspiring wise-words,0
"Christstollen.I can shake away thoughts of favorite gifts and trips to Oma's house and building snowmen with Santa hats every Christmas Eve, as long as enough snow covered the ground. But my mother's stollen won't fall off as easily. She made it for my father; he ate the first piece with cream cheese at breakfast while I had bacon and chocolate chip pancakes and my mother drank her special amaretto tea.The recipe is there, tucked in her recipe box, the index card translucent in places from butter stains. I hold it in my hand, considering, reading the ingredients and pawing through the cupboards and pantry. We have raisins and a bag of dried cranberries from last year's Christmas baking. There's a wrinkled orange in the fruit bin, a couple plastic packets of lemon juice that came with one of my father's fish and chips take-out orders. No marzipan, almonds, candied fruit, or mace. I'll be up all night. It's too much effort. But the card won't seem to leave my hand. So I start, soaking the fruit and preparing the sponge.",Christa Parrish,bread christmas ingredients liesl-mcnamara memories recipe stollen,0
for once in our lives / Everything became a You and nothing was an It.,W. H. Auden,auden christmas incarnation poetry,0
Cinnamon is not a controlled substance.,Kiersten White,christmas,0
"Irgendwer hatte mal hier, mal dort ein paar Tannenzweige, silberne Christbaumkugeln und rote Schleifchen in die Auslage gelegt. Als ob so ein Schnitzel oder ein Steak, wenn es erst mal hier gelandet war, noch einen Grund zum Feiern hätte.",Andreas Steinhöfel,christmas humor meat,0
How are you enjoying the holidays so far?,Sean Michael,bdsm christmas love,0
"For Christmas, Mrs. Levy always compiled not a gift list but rather a list of the injustices and brutalities she had suffered since August. The girls got this list in their stockings. The only gift Mrs. Levy asked of the girls was that they attack their father. Mrs. Levy loved Christmas.",John Kennedy Toole,christmas,0
"We all know Santa’s real, and how he likes to hide. “Where? You ask? Well open your hearts and you’ll hear his call. “Jingle bells Jingle bells Merry Christmas",ig Oliver,christmas,0
"Alice's voice rang out confidently from the back of the room. ""Silent night, holy night. All is calm, all is bright..."" Her rendition was flawless: clear, true notes strung together in a necklace of sound, a gift for everyone in the room to wear.",Peg Kehret,christmas gifts singing sound,0
"But don’t give me, if I can’t have the dress,a trip to Greenland, or grimtrip to the moon. The moon should come here. Let him make the trip down, spread on my dark floor some dimmarvel, and if a successthat I stoop to pick up and wear,I could ask nothing more.",Marianne Moore,christmas the-moon,0
"Annabelle smiled, standing on her toes to tie a little cloth doll on the highest branch she could reach. Dressed in winter white, with her honey-colored hair drawn up in curls and her cheeks pink from exertion, she looked like a Christmas angel.",Lisa Kleypas,angel annabelle-hunt christmas decorating,0
"Have to say, this is the best Christmas ever"", he sais softly. ""Wait, that´s my line"", she protested. ""And how can yoy say that? I didn´t get you anything""He shook his head solemnly. ""All I wanted is right here in my arms. You smiling and looking at me like I just handed you the world. There´ll never be a better present than that, baby.",Maya Banks,christmas jace-bethany jace-crestwell,0
You can't undo loss. You can't unmake a mistake.,Stephanie Perkins,12-days-of-christmas christmas first-kiss holiday life love my-true-love-gave-to-me winter,4
"Christmas is more than rice and chicken, it's all about Jesus Christ and the new life He came to the world to give to mankind.",Bamigboye Olurotimi,christmas food jesus-christ life mankind new-life purpose reason savior season,4
"She was very pretty: exceedingly pretty. With a dimpled, surprised-looking, capital face; a ripe little mouth, that seemed made to be kissed — as no doubt it was; all kinds of good little dots about her chin, that melted into one another when she laughed; and the sunniest pair of eyes you ever saw in any little creature's head. Altogether she was what you would have called provoking, you know; but satisfactory, too. Oh, perfectly satisfactory.",Charles Dickens,christmas dickens pretty,3
"Sometimes we're born into situations, he'd said. We have to decide if we're gonna be a part of it or if we're gonna put an end to it.",Suzanne  Johnson,cajun christmas festive holiday magic new-orleans paranormal romance rougarou urban-fantasy,3
What would happen to the dream if its dreamer was no more?,Martin I. Green,christmas dream holiday santa,3
There are always Uncles at Christmas.,Dylan Thomas,christmas uncles,3
"If you like someone, you should have to make an effort.",Stephanie Perkins,12-days-of-christmas christmas first-kiss holiday life love my-true-love-gave-to-me winter,2
Things are not always how they seem.,Stephanie Perkins,12-days-of-christmas christmas first-kiss holiday life love my-true-love-gave-to-me winter,2
"Not always getting what you want, but sometimes getting what you need.",Stephanie Perkins,12-days-of-christmas christmas first-kiss holiday life love my-true-love-gave-to-me winter,2
Christmas is joyful to those who have food to be joyful and a food for thought for those who have no food to be joyful!,Ernest Agyemang Yeboah,boxing-day christmas,2
I want you to give me a chance.,Jill Shalvis,bad-boy bed-and-breakfast christmas holiday inn novella romance,1
"In the Spanish-speaking Americas, Christmas is much more than a one-day event followed by a staggering credit card bill. The festivities last for weeks, beginning well before Christmas, and continuing straight through to the arrival of the Three Kings and the Feast of the Epiphany on January 6. Las Navidades involves a lot more partying and a lot less shopping than a US. Christmas.",Esmeralda Santiago,christmas,1
She couldn’t run away from him. She’d be running from her own heart.,Kerrelyn Sparks,christmas paranormal-romance romance urban-fantasy,1
"Charlotte, don’t forget. Keep your eyes and heart open to miracles. They happen when you least expect them. All you have to do is believe.",Debbie Mason,christmas doctors holiday novella romance,0
"The town looks like it belongs on a Christmas card or in a snow globe. It’s so Christmassy, even Santa set up a second workshop here.",Debbie Mason,christmas holiday novella romance,0
You don’t need an extra blanket or a sweatshirt. You’ve got me to keep you warm.,Debbie Mason,christmas doctors festive holiday-romance hospital novella romance,0
We both know just because you want something doesn’t mean it’s good for you.,Debbie Mason,christmas novella romance,0
"Okay, tough girl,",Jill Shalvis,christmas novella romance,0
I know that many people including our President insist that it be called the Christmas Season. I’ll be the first in line to say that it works for me however that’s not what it is. We hint at its coming on Halloween when the little tykes take over wandering the neighborhood begging for candy and coins. In this day and age the idea of children wandering the streets threatening people with “Trick or Treat!,Captain Hank Bracker,christmas diving-for-the-cross festive-days holiday-season,0
"That is the place we should put the star, there it is good. So that everyone could see the light of the Christmas tree!",Ana Claudia Antunes,carols christmas decoration enchanted holiday-season holy songs star tree valley,0
Be someone's Santa; give ‘Fanta’!,Ernest Agyemang Yeboah,boxing-day christmas helping-others santa-claus,0
"Christmas is supposed to be a magical time of years,"" she said aloud.",Dani Harper,christmas demons ghosts paranormal-romance romance,0
"She finally took her first good look at the guy beside her. Kerri's eyes widened...because she could see right through him, all the way to the nineteen-foot Christmas tree on the other end of the brightly-lit mall.""You're a ghost!",Dani Harper,christmas demon fireman ghost holiday paranormal spirit,0
Well-grounded in magic.' That almost sounds like an oxymoron.,Dani Harper,christmas demons fireman ghosts paranormal romance spirits,0
She couldn't promise Chandler Caillou more than she was willing to give.,Suzanne  Johnson,cajun christmas holiday paranormal romance urban-fantasy,0
"According to our minister, Mr. Cornelius Barker, presents were a pointless, expensive, pagan diversion. Yes, well, good luck explaining that to seven children.",Jaqueline Kelly,children christmas,0
Bonner and Casey lived in different worlds. City and country.,Cat Johnson,christmas cowboy like-a-hallmark-movie romance,0
Yup. The best way to absorb the cowboy lifestyle was to just jump right into it... or on top of one. Casey smiled.,Cat Johnson,christmas city-girl cowboy romance,0
I doona want to be loved because I’m Undead. No more than ye would want to be rejected for being mortal.,Kerrelyn Sparks,christmas paranormal romance urban-fantasy,0
I’m making a list. And checking it twice.,Kerrelyn Sparks,christmas paranormal-romance scottish-romance urban-fantasy-romance vampires,0
"Seeing is believing, but sometimes the most real things in the world are the things we can't see.",Chris Van Allsburg,childrens-books christmas,38
The bell still rings for all who truly believe,Chris Van Allsburg,childrens-books christmas,13
Dogs kind of default to making friends unless provoked. Cats seem to default to making enemies unless convinced otherwise.,Perry Elisabeth Kirkpatrick,cats cats-humor cats-vs-dogs christmas humor,6
"If you take Christmas to heart and get past the anxieties in arranging for gifts and parties, you will rediscover yourself every year at this time and experience a birth in yourself, just like the one so beautifully described in the Gospel stories. It will be a celebration of both the birth of Jesus and the birth of your soul",Thomas  Moore,christmas jesus soul spirit,3
"God became a real man, had a real birth, and had a real, physical body. This is an essential point of the Christian faith",Henry Hon,birth-of-christ christianity christmas god-became-flesh incarnation jesus son-of-god virgin-birth,2
Merry Christmas. His would be without the Merry for sure.,Debbie Macomber,christmas festive holiday romance seattle snow,2
I’ve always loved catching snow on my eyelashes.,Debbie Macomber,christmas contemporary romance,2
"If Santa Claus was a politician, he would only put billboards promising the best Christmas presents.",Ljupka Cvetanova,advertising aphorism billboard christmas christmas-quotes democracy politician promise santa-claus,2
"I wish you the magic of Christmas. Let it fill your hearts and minds with love, joy, peace, and happiness.",Debasish Mridha,christmas debasish-mridha debasish-mridha-md inspirational joy love magic-of-christmas philosophy quotes,1
"Christmas is a season of outdoor lights, but it is also the season of enlightening the heart and mind.",Debasish Mridha,christmas debasish-mridha debasish-mridha-md enlighten-the-heart-and-mind inspirational outdoor-lights philosophy quotes,1
"Christmas means the birth of a new beginning, a new mind, and a new life.",Debasish Mridha,birth-of-a-new-beginning christmas debasish-mridha debasish-mridha-md inspirational meaning-of-christmas new-life philosophy quotes,1
"For our lives, incarnation means being focused on the spiritual and the eternal but bringing that focus deep into our life. … This is really the heart of the Christmas theological message: Live in two worlds that overlap but are distinct. Don’t be materialistic, but don’t sacrifice our ordinary physical life for any spiritual ideal. Be lowly and lofty.",Thomas  Moore,christmas incarnation inspiration,1
"The thing about Christmas is that it tells us that we are never alone. But even more, it tells us that we are always enough.",Craig D. Lounsbrough,alone bible christmas companionship god holidays jesus jesus-christ sacrifice salvation,1
The ‘night before Christmas’ was in reality the last night before a forever morning.,Craig D. Lounsbrough,bible christianity christmas god holidays jesus jesus-christ messiah salvation,1
What’s special about a story if I could have thought it up? What’s special about a story if I was actually courageous enough to play a part in it? What’s special about the Christmas story is that I am incapable of doing either but God did both.,Craig D. Lounsbrough,bible christmas god holidays jesus jesus-christ rescue salvation story,1
"If you live every day like it's your last, then you have no regret, because each new dawn it's a blessing in itself — a gift you didn't know you were being given.",Melissa Hill,bracelet charm christmas destiny heirloom love,1
"Oh, that's right. Missy opens doors.",Perry Elisabeth Kirkpatrick,cats cats-humor cats-vs-dogs christmas humor,1
She was the sort of woman men wanted to help. Not the sort they wanted to help themselves to…,Sarah Morgan,christmas contemporary-romance festive romance,0
I live my life in my comfort zone...,Sarah Morgan,christmas contemporary-romance new-york-city,0
"It was eleven days before Christmas and an orange-tailed carp swam in the bathtub, opening and closing the slick tunnel of its mouth.",Magdalena McGuire,1980s christmas martial-law poland solidarnosc,0
"The only element still surprising was how rapidly Sherman was moving: for whichever direction I looked, he'd been here already, burning and emptying out. The smoldering wood made the air smell cruelly like Christmas.",Cynthia Bass,burning christmas cruel sherman sherman-s-march,0
Christmas is the season of a good cheer.,Lailah Gifty Akita,cheer cheerful christmas,0
Micah kissed me. Greg wasn't entirely sure who to thank--- God or Santa.,K.C. Wells,christmas kisses love,0
Life was too short to spend in a cube.,Melissa Hill,bracelet charm christmas destiny heirloom love,0
It's a part of life. You never know what you are going to get; you just have to be strong enough to deal with it. Keep a positive attitude and have a little faith.,Melissa Hill,bracelet charm christmas destiny heirloom love,0
"But even the bad stuff in life can teach you something, shape you.",Melissa Hill,bracelet charm christmas destiny heirloom love,0
"After all, every story have both good and bad in it, and life can be like that too. I guess it's what we take away from it that counts.",Melissa Hill,bracelet charm christmas destiny heirloom love,0
You wouldn't be able to appreciate the happy time if you didn't sometimes experience sad times as well.,Melissa Hill,bracelet charm christmas destiny heirloom love,0
"Amber, I can't handle twelve cats.",Perry Elisabeth Kirkpatrick,cats cats-humor christmas humor,0
"Home is where the heart is, and you stole mine.",Debbie Mason,christmas novella romance,0
"For the first time in fifteen years, he felt a mother's love again.",R. A. Rooney,christian-fiction christmas family,7
"The spirit of Christmas is a sweet, internal peace that testifies of the power of kindness and charity.",Richelle E. Goodrich,charity christmas christmas-quotes christmas-spirit kindness richelle richelle-e-goodrich richelle-goodrich spirit-of-christmas,6
"The true Christmas spirit is putting others’ happiness before our own, and finding you’ve never known such happiness.",Toni Sorenson,christmas christmas-spirit holidays joy success,6
"Maybe Christmas is more than a day to receive. Maybe Christmas, perhaps, is a day to believe.",Richelle E. Goodrich,a-day-to-believe christmas christmas-is christmas-quotes richelle richelle-e-goodrich richelle-goodrich,4
"Life is the season for loving and caring,for laughing and caroling, giving and sharing.Christmas is meant for the same, people say,which makes life like Christmastime every day.",Richelle E. Goodrich,caroling christmas christmas-every-day christmastime giving life poem-in-your-pocket-day poetry richelle richelle-e-goodrich richelle-goodrich sharing,4
"You never know, just by looking, what a person is hiding.",Sarah Morgan,christmas contemporary-romance holiday romance,4
I don't give a flying flip who you are or that you're a foot and a half taller than me and probably outweigh me by more than eighty pounds. Get out of my way so I can see for myself that Barry's okay.,Candi Kay,christmas elves gay-romance reindeer shifters,3
"Ugh. Would that Christmas could just be, without presents. It is just so stupid, everyone exhausting themselves, miserably haemorrhaging money on pointless items nobody wants: no longer tokens of love but angst-ridden solutions to problems. [...] What is the point of entire nation rushing round for six weeks in a bad mood preparing for utterly pointless Taste-of-Others exam which entire nation then fails and gets stuck with hideous unwanted merchandise as fallout? If gifts and cards were completely eradicated, then Christmas as pagan-style twinkly festival to distract from lengthy winter gloom would be lovely. But if government, religious bodies, parents, tradition, etc. insist on Christmas Gift Tax to ruin everything why not make it that everyone must go out and spend £500 on themselves then distribute the items among their relatives and friends to wrap up and give to them instead of this psychic-failure torment?",Helen Fielding,christmas consumerism gift-giving gifts wastefulness,2
"I love being here, Evelyn, don't think that I don't. Yes, I do miss being in New York, but being with a great family for Christmas is the best thing any guy could get. It's been the best year I've had for a quite a long time.",R.A. Rooney,christian-ficton christmas family,2
"Love isn’t a curse, Lucas, it’s a gift.",Sarah Morgan,christmas love-story nyc,1
"Every muscle in his body tensed for action, adrenalin pounding through his tiny veins, he crept down the stairs, keeping to the corners (where he knew they creaked less). He peered around the bottom of the stairwell into the living room, and there he saw a lean, bearded man, clad only in a loincloth and a crown of thorns. When he bent over the Xmas tree, Tony saw that blood flowed freely from his bare hands and feet. Before the cherubic prepubescent could stop himself, the words flew out of his mouth: “You’re not Santa!",Phillip Andrew Bennett Low,christian christmas humor jesus religious santa-claus,1
"In the days approaching Christmas, she always reminds me of the previous year: 'Jane crocheted you an entire poncho, and all you gave her was a bone-shaped beach stone.",Sara Baume,a-line-made-by-walking christmas dialogue humor inequity presents sara-baume,0
"Sometimes, crazy is exactly what we need.",Dennis Canfield,christmas crazy hope,0
She remembered dating. She remembered feeling excited and reveling in the unknown. Dating was like hopscotch for giants. An adult game that made the heart jump instead of the feet. A game she used to enjoy.,Barbara Avon,christmas romance thriller,0
"Like a consolation prize, the broken heart is often granted wisdom.",Barbara Avon,christmas love suspense,0
Gansey was full of the knowledge that he needed to do something about Ronan Lynch before Ronan did something about Ronan Lynch. Christmas was a dangerous time to be a broken thing; the weight of tradition and history could too easily sink a lethargic swimmer.,Maggie Stiefvater,christmas,0
"What, Rudolph wasn’t available?",Sierra Donovan,christmas contemporary editor holiday newspaper reporters romance rudolph snow,0
"So on Christmas morning I was up at five o'clock, making the fire as bright as a furnace, baking minc'd pies and boiling plum puddings the size of Medici cannonballs, and setting three sides of roast beef to turn on the spits. Soon I breathed again that steam that tells the soul it is Christmas, and all the year' work done, and time for feasting; the smell of oranges, sugarplums and cloves, all mingled with roasting meats.",Martine Bailey,baking biddy-leigh christmas smells sweets,0
As joy dwindles with the yearsI wistfully recallWhen the christmas treeLooked ten feet tallAnd the presents under itSeemed endless And more Than mere wrapping paper.,Justin Wetch,christmas existentialism jaded life nihilism poetry,0
"Don’t think about the past visits. You have cupcakes,",Debbie Mason,christmas holiday romance,0
"This year I am doing praline pecans, an old favorite family favorite, easy and addictive. And a festive holiday dark chocolate loaf cake, with pistachios and dried cherries and white chocolate chips. I get out my huge seven-quart KitchenAid mixer, and head to the basement, where I have ten pounds of gorgeous halved pecans in the chest freezer, and a pallet of organic eggs from Paulie's Pasture in the commercial refrigerator I use for entertaining and overflow. Upstairs, I focus on separating eggs, reserving the yolks for making pasta or custard later. Beating whites, melting butter, I can feel my shoulders unclench as the scent of toasted sugar pecans caramelizing fills the house.",Stacey Ballis,baking chocolates christmas ingredients jenna-stewart pecans,0
Kiss under the kissing bough and a lady is guaranteed to be wed before the following Christmastide.,Christina McKnight,christmas festive historical kissing-bough legend regency romance,0
"Lucas,",Christina McKnight,christmas historical holiday novella regency romance,0
Ha my father just tried to put some music on that wasn't Buble. I just shut his ass the f**k down. We're on 48hr Buble lock down.,Jack Whitehall,christmas humor jack-whitehall michael-buble,0
Am I doing it right?,Candi Kay,christmas elves gay-romance reindeer shifters,0
"The jolly old elf’s nose was red, but not from cold — rather, from the brutality of a dozen boxes of Kleenex. Mucus flowed freely down his cheeks, and mixed with tears of agony. She folded her arms, pursed her lips, and declared: “You’re not going out this week.",Phillip Andrew Bennett Low,christmas humor santa-claus sickness,0
"She sighed and stepped out of the room, pulling the door shut behind her. Turning around, she nearly tripped over some of the help. “Man, you little bastards are everywhere, aren’t you?",Phillip Andrew Bennett Low,christmas elves humor midgets santa-claus,0
"At the empathetic tone in Sean’s voice, Lotti’s heart and stomach and head all clenched in unison. “What do you mean you can’t give me what I want?",Jill Shalvis,christmas contemporary romance,0
I’d not wed you if you were the last creature in the kingdom.,Christi Caldwell,christmas historical romance,0
"Hot he might be, but he wasn’t her type at all…",Sarah Morgan,christmas contemporary-romance festive,0
Perhaps I should just bury myself and become a diamond after thousands of years of intense pressure,Lemony Snicket,christmas coal dark-humor diamond diamonds lemony-snicket,31
"My Christmas wish: To feel your arms around me, to have your lips on mine, and to hold you close one more time, while there's time.",D.S. Mixell,christmas close feelings hold hugs kiss love romance time wish,5
"The Christmas spirit is simply an honest spirit of love for all humanity. It is the force that moves us to give what we can, to help as we are able, and to always be of kind comfort.",Richelle E. Goodrich,christmas christmas-quotes christmas-spirit comfort kindness love loving-others richelle richelle-e-goodrich richelle-goodrich,5
Odd that a festival to celebrate the most austere of births should end up being all about conspicuous consumption.,Jeanette Winterson,christmas,4
"But I don't like it, okay? I don't like how everything is changing. It's like when you're a kid, you think that things like the holidays are meant to show you how things always stay the same, how you have the same celebration year after year, and that's why it's so special. But the older you get, the more you realize that, yes, there are all these things that link you to the past, and you're using the same words and singing the same songs that have always been there for you, but each time, things have shifted, and you have to deal with that shift. Because maybe you don't notice it every single day. Maybe it's only on days like today that you notice it a lot. And I know I'm supposed to be able to deal with that, but I'm not sure I can deal with that.--David Levithan (p. 201 in galley)",David Levithan,change christmas holidays,4
"On most guys, Hale's smile would have looked sheepish. On him, it was so roguishly charming that Kat's heart actually skipped a beat.",Ally Carter,christmas con-artists hale happy katarina-bishop kate love smile,4
"There are many things from which I might have derived good, by which I have not profited, I dare say, 'Christmas among the rest. But I am sure I have always thought of Christmas time, when it has come round -- apart from the veneration due to its sacred name and origin, if anything belonging ti it can be apart from that -- as a good time; a kind, forgiving, charitable, pleasant time: the only time I know of, in the long calendar of the year, when men and women seem by one consent to open their shut-up hearts freely, and to think of people below them as if they really were fellow-passengers to the grave, and not another race of creatures bound on other journeys.",Charles Dickens,christmas financial meaning-of-christmas money scrooge,3
"I'm mad at global warming for all the obvious reasons, but mostly I'm mad at it for ruining Christmas. This time of year is supposed to be about teeth-chattering, cold weather that necessitates coats, scarves, and mittens. Outside there should be see-your-breath air that offers the promise of sidewalks covered in snow, while inside, families drink hot chocolate by a roaring fire, huddled close together with their pets to keep warm.",Rachel Cohn,christmas,3
"Do not wait until Christmas to spread a little cheer,people appreciate kindness, all through of the year.",Charmaine J Forde,appreciate cheer christmas kindness spread year,3
Anyone could see the ticker tape. It was more frightening than the that never stopped calculating the national debt. This one said '27 SHOPPING DAYS TO CHRISTMAS'.It might as well have said '27 DAYS TO ARMAGEDDON'.,Jeanette Winterson,christmas shopping,2
"Welcome, old aspirations, glittering creatures of an ardent underneath the holly! We know you, and have not outlived you yet. Welcome, old projects, and old loves, however fleeting, to your nooks among the steadier lights that burn around us",Charles Dickens,christmas dickens fiction,2
